,loan_amnt,term_is_36,int_rate,grade,sub_grade,emp_length,annual_inc,purpose,addr_state,dti,inq_last_6mths,open_acc,pub_rec_bankruptcies,default
253,5500.0,1,0.079,A,A4,10.0,59000.0,car,PA,0.0665,0.0,10.0,0,0
254,7350.0,1,0.11710000000000001,B,B3,1.0,33000.0,debt_consolidation,CA,0.22510000000000002,1.0,13.0,0,0
255,10000.0,1,0.1242,B,B4,10.0,39000.0,credit_card,MO,0.18309999999999998,1.0,7.0,0,1
256,12000.0,1,0.0751,A,A3,10.0,42000.0,debt_consolidation,OH,0.1074,1.0,7.0,0,0
257,5000.0,0,0.11710000000000001,B,B3,5.0,38004.0,home_improvement,MI,0.2378,0.0,12.0,0,0
258,8000.0,0,0.11710000000000001,B,B3,3.0,31000.0,other,OR,0.16219999999999998,3.0,13.0,0,0
259,4500.0,1,0.08900000000000001,A,A5,10.0,50700.0,other,NC,0.2343,0.0,10.0,0,0
260,18000.0,1,0.1242,B,B4,1.0,75000.0,credit_card,LA,0.1251,2.0,9.0,0,0
262,12000.0,1,0.1349,C,C1,6.0,40000.0,debt_consolidation,GA,0.1572,0.0,8.0,0,0
263,10000.0,1,0.1349,C,C1,10.0,50000.0,credit_card,CA,0.0588,2.0,5.0,0,0
264,6000.0,1,0.079,A,A4,7.0,80000.0,other,WI,0.08869999999999999,4.0,8.0,0,0
265,12000.0,1,0.12689999999999999,B,B5,4.0,40000.0,debt_consolidation,MD,0.222,1.0,9.0,0,0
266,12000.0,1,0.08900000000000001,A,A5,7.0,80000.0,other,CA,0.0913,0.0,8.0,0,1
267,7000.0,1,0.11710000000000001,B,B3,2.0,75000.0,debt_consolidation,CA,0.1557,0.0,7.0,0,0
268,35000.0,0,0.1864,E,E1,8.0,85000.0,debt_consolidation,IL,0.12,1.0,16.0,0,0
269,1400.0,1,0.079,A,A4,1.0,28800.0,other,FL,0.1,1.0,5.0,0,0
270,16000.0,0,0.1349,C,C1,10.0,35000.0,small_business,NC,0.16219999999999998,1.0,6.0,0,1
271,3200.0,1,0.09910000000000001,B,B1,9.0,61200.0,debt_consolidation,CA,0.0216,0.0,5.0,1,0
272,8000.0,1,0.079,A,A4,1.0,40000.0,medical,CA,0.1335,0.0,4.0,0,0
273,11875.0,0,0.12689999999999999,B,B5,0.0,25920.0,debt_consolidation,CA,0.2375,0.0,8.0,0,1
274,5000.0,1,0.0603,A,A1,9.0,54000.0,home_improvement,NJ,0.0382,0.0,6.0,0,0
275,1800.0,1,0.0662,A,A2,10.0,18000.0,small_business,MI,0.23800000000000002,0.0,5.0,0,0
276,35000.0,1,0.08900000000000001,A,A5,5.0,85000.0,debt_consolidation,IL,0.1773,0.0,7.0,0,0
277,18000.0,1,0.08900000000000001,A,A5,5.0,78000.0,credit_card,NY,0.07,1.0,6.0,0,0
278,14000.0,1,0.079,A,A4,10.0,45600.0,debt_consolidation,WV,0.1974,0.0,5.0,0,1
279,5000.0,1,0.1242,B,B4,2.0,70000.0,debt_consolidation,TX,0.2006,1.0,14.0,0,0
280,8000.0,1,0.15960000000000002,C,C5,4.0,70000.0,credit_card,IL,0.1404,2.0,10.0,0,0
281,10000.0,1,0.0603,A,A1,9.0,80000.0,debt_consolidation,MA,0.12990000000000002,0.0,7.0,0,0
282,10000.0,1,0.0751,A,A3,5.0,50000.0,debt_consolidation,NJ,0.0463,2.0,8.0,0,0
283,12000.0,1,0.1242,B,B4,10.0,35000.0,debt_consolidation,CO,0.18510000000000001,0.0,10.0,0,0
284,23200.0,1,0.079,A,A4,3.0,65000.0,debt_consolidation,MI,0.2799,0.0,10.0,0,0
286,4800.0,1,0.1527,C,C4,10.0,75000.0,debt_consolidation,WV,0.09300000000000001,1.0,13.0,0,0
287,7300.0,1,0.11710000000000001,B,B3,6.0,35000.0,debt_consolidation,VA,0.1642,1.0,10.0,0,0
288,10400.0,1,0.09910000000000001,B,B1,6.0,40000.0,debt_consolidation,FL,0.1167,2.0,7.0,0,0
289,6600.0,1,0.09910000000000001,B,B1,1.0,100000.0,house,FL,0.1553,2.0,10.0,0,0
290,12000.0,1,0.08900000000000001,A,A5,7.0,40000.0,debt_consolidation,NJ,0.09449999999999999,0.0,12.0,0,0
291,13250.0,1,0.1727,D,D3,10.0,52000.0,debt_consolidation,NY,0.237,0.0,8.0,0,0
292,12000.0,1,0.11710000000000001,B,B3,3.0,92500.0,debt_consolidation,CA,0.1597,2.0,11.0,0,0
293,25000.0,1,0.09910000000000001,B,B1,9.0,61000.0,debt_consolidation,CA,0.1035,0.0,5.0,0,0
294,6000.0,1,0.1065,B,B2,10.0,36000.0,other,HI,0.14429999999999998,1.0,5.0,0,0
295,12000.0,1,0.0751,A,A3,10.0,68000.0,credit_card,CA,0.0708,1.0,7.0,0,0
296,14400.0,1,0.11710000000000001,B,B3,1.0,80000.0,credit_card,CA,0.1635,1.0,10.0,0,0
297,10000.0,1,0.1242,B,B4,10.0,43000.0,credit_card,NY,0.1158,0.0,13.0,0,0
298,8000.0,1,0.11710000000000001,B,B3,1.0,150000.0,credit_card,NY,0.0248,0.0,5.0,0,0
299,8000.0,1,0.1629,D,D1,5.0,50000.0,credit_card,NV,0.1322,0.0,9.0,0,1
300,30000.0,0,0.1242,B,B4,3.0,70000.0,small_business,TX,0.009399999999999999,0.0,7.0,0,1
301,18000.0,0,0.1677,D,D2,6.0,40000.0,home_improvement,CA,0.18420000000000003,3.0,7.0,0,1
302,13250.0,1,0.11710000000000001,B,B3,2.0,35000.0,credit_card,PA,0.2235,1.0,16.0,0,0
303,14000.0,1,0.1427,C,C2,6.0,80000.0,debt_consolidation,CA,0.16210000000000002,0.0,8.0,0,0
304,20000.0,0,0.203,E,E5,10.0,59000.0,debt_consolidation,AK,0.2091,2.0,16.0,0,1
305,10000.0,1,0.1629,D,D1,10.0,40000.0,credit_card,NY,0.2439,1.0,7.0,0,0
306,35000.0,0,0.203,E,E5,5.0,85000.0,debt_consolidation,NJ,0.2016,0.0,11.0,0,0
307,4000.0,1,0.0603,A,A1,1.0,55000.0,debt_consolidation,OR,0.0705,0.0,7.0,0,0
308,13000.0,1,0.09910000000000001,B,B1,6.0,110000.0,debt_consolidation,CA,0.08380000000000001,0.0,8.0,0,0
309,28000.0,1,0.12689999999999999,B,B5,5.0,100000.0,credit_card,WI,0.1235,0.0,7.0,0,0
310,10000.0,1,0.1349,C,C1,3.0,62000.0,debt_consolidation,MA,0.1152,0.0,9.0,0,0
311,20000.0,1,0.079,A,A4,0.0,45000.0,debt_consolidation,GA,0.0925,1.0,8.0,0,0
312,18000.0,1,0.09910000000000001,B,B1,5.0,110000.0,debt_consolidation,FL,0.1,1.0,8.0,0,0
313,9000.0,0,0.1991,E,E4,3.0,60000.0,credit_card,CA,0.2256,1.0,17.0,0,1
314,25000.0,0,0.1864,E,E1,10.0,61500.0,debt_consolidation,NY,0.126,0.0,11.0,0,1
315,10000.0,1,0.11710000000000001,B,B3,3.0,33000.0,other,NY,0.08689999999999999,0.0,6.0,0,0
316,4200.0,1,0.0603,A,A1,3.0,61000.0,credit_card,NJ,0.0892,0.0,7.0,0,0
317,20000.0,0,0.1527,C,C4,10.0,78216.0,debt_consolidation,CA,0.1079,1.0,8.0,0,1
318,18000.0,0,0.1727,D,D3,1.0,62000.0,debt_consolidation,VA,0.0782,2.0,8.0,0,1
319,24000.0,1,0.1629,D,D1,2.0,50964.0,debt_consolidation,GA,0.0883,1.0,7.0,0,0
320,4475.0,1,0.1527,C,C4,3.0,43680.0,credit_card,CO,0.18789999999999998,2.0,17.0,0,0
322,12000.0,1,0.1242,B,B4,5.0,50700.0,credit_card,NJ,0.2249,0.0,12.0,0,0
323,18000.0,0,0.17579999999999998,D,D4,4.0,60000.0,debt_consolidation,AL,0.21960000000000002,1.0,11.0,0,0
324,5000.0,1,0.1242,B,B4,2.0,30000.0,debt_consolidation,SC,0.2384,2.0,8.0,0,1
325,3000.0,1,0.0603,A,A1,5.0,50000.0,other,VA,0.055,0.0,7.0,0,0
328,12000.0,1,0.09910000000000001,B,B1,10.0,55000.0,debt_consolidation,RI,0.13,0.0,10.0,0,1
329,20000.0,1,0.1527,C,C4,10.0,50000.0,other,MA,0.0434,1.0,6.0,0,0
330,10000.0,1,0.1349,C,C1,3.0,84000.0,debt_consolidation,CA,0.1387,0.0,8.0,0,0
331,15000.0,1,0.1242,B,B4,6.0,155000.0,debt_consolidation,GA,0.17850000000000002,0.0,14.0,0,0
332,12000.0,1,0.079,A,A4,0.0,62000.0,debt_consolidation,MD,0.08710000000000001,0.0,10.0,0,0
334,6300.0,1,0.11710000000000001,B,B3,2.0,30000.0,credit_card,NY,0.07200000000000001,1.0,6.0,0,0
336,35000.0,0,0.1727,D,D3,8.0,208000.0,debt_consolidation,MD,0.0794,0.0,11.0,0,0
337,8250.0,0,0.15960000000000002,C,C5,2.0,35004.0,home_improvement,NY,0.156,1.0,13.0,0,0
339,10000.0,1,0.11710000000000001,B,B3,5.0,32000.0,credit_card,FL,0.2183,0.0,11.0,0,1
340,24000.0,1,0.08900000000000001,A,A5,10.0,116400.0,car,FL,0.0394,4.0,14.0,0,1
341,14400.0,1,0.12689999999999999,B,B5,9.0,40000.0,debt_consolidation,IL,0.2016,2.0,8.0,0,0
342,6000.0,1,0.1465,C,C3,7.0,34000.0,credit_card,MD,0.2139,2.0,7.0,0,0
343,22000.0,1,0.15960000000000002,C,C5,5.0,73000.0,debt_consolidation,IL,0.22469999999999998,1.0,16.0,0,0
344,12000.0,1,0.11710000000000001,B,B3,10.0,57200.0,debt_consolidation,MA,0.1636,0.0,11.0,0,1
345,16000.0,1,0.1677,D,D2,0.0,114000.0,debt_consolidation,MO,0.172,1.0,17.0,0,0
346,10000.0,1,0.1065,B,B2,10.0,90000.0,debt_consolidation,NY,0.1116,1.0,15.0,0,0
347,16000.0,0,0.19030000000000002,E,E2,8.0,54000.0,home_improvement,NC,0.1689,0.0,9.0,0,0
348,10000.0,1,0.12689999999999999,B,B5,2.0,35000.0,debt_consolidation,KY,0.12029999999999999,1.0,10.0,0,1
349,3500.0,1,0.1349,C,C1,7.0,56000.0,debt_consolidation,FL,0.1035,2.0,14.0,0,0
350,9600.0,1,0.09910000000000001,B,B1,5.0,35000.0,debt_consolidation,NC,0.1649,0.0,8.0,0,0
351,9875.0,1,0.079,A,A4,10.0,40000.0,debt_consolidation,NY,0.2403,1.0,11.0,0,0
352,21500.0,0,0.17579999999999998,D,D4,2.0,59000.0,debt_consolidation,MO,0.2286,1.0,13.0,0,0
353,4800.0,1,0.079,A,A4,6.0,48000.0,debt_consolidation,FL,0.13,1.0,7.0,0,0
354,7800.0,1,0.0603,A,A1,10.0,85000.0,major_purchase,NV,0.0078000000000000005,1.0,7.0,0,0
355,20000.0,1,0.1427,C,C2,10.0,70000.0,credit_card,TX,0.0621,1.0,6.0,0,0
356,9750.0,1,0.0751,A,A3,4.0,35000.0,debt_consolidation,HI,0.2904,1.0,9.0,0,1
357,18000.0,0,0.15960000000000002,C,C5,6.0,91000.0,credit_card,VA,0.2341,2.0,13.0,0,0
358,5000.0,1,0.0603,A,A1,9.0,30000.0,other,CA,0.1648,0.0,7.0,0,0
359,9000.0,1,0.1465,C,C3,4.0,45000.0,debt_consolidation,NY,0.17010000000000003,1.0,21.0,1,0
360,7200.0,1,0.079,A,A4,1.0,55000.0,debt_consolidation,FL,0.1198,0.0,11.0,0,0
362,25000.0,0,0.1942,E,E3,10.0,60000.0,credit_card,CA,0.2004,0.0,12.0,0,1
363,25000.0,1,0.1527,C,C4,8.0,82000.0,debt_consolidation,CA,0.185,2.0,7.0,0,0
364,10000.0,1,0.15960000000000002,C,C5,10.0,53000.0,debt_consolidation,CA,0.1309,1.0,9.0,0,0
365,8875.0,1,0.12689999999999999,B,B5,5.0,35360.0,debt_consolidation,PA,0.2311,1.0,9.0,0,1
366,15550.0,1,0.11710000000000001,B,B3,10.0,54000.0,debt_consolidation,FL,0.2336,0.0,9.0,0,0
368,7500.0,1,0.12689999999999999,B,B5,5.0,65000.0,credit_card,CA,0.0441,2.0,15.0,0,0
369,8875.0,1,0.08900000000000001,A,A5,6.0,28800.0,debt_consolidation,CA,0.2429,0.0,10.0,0,0
370,4500.0,1,0.1727,D,D3,1.0,42000.0,credit_card,OH,0.0434,0.0,3.0,0,0
371,5800.0,1,0.1242,B,B4,3.0,36000.0,debt_consolidation,TX,0.2167,1.0,9.0,0,0
372,10000.0,1,0.11710000000000001,B,B3,2.0,40000.0,debt_consolidation,NJ,0.22260000000000002,1.0,8.0,0,0
373,10000.0,1,0.09910000000000001,B,B1,4.0,50000.0,credit_card,GA,0.1906,0.0,11.0,0,0
374,14000.0,1,0.11710000000000001,B,B3,1.0,52000.0,credit_card,CA,0.1297,1.0,6.0,0,0
375,25000.0,0,0.19030000000000002,E,E2,3.0,85000.0,credit_card,VA,0.17149999999999999,1.0,7.0,0,0
376,12000.0,1,0.08900000000000001,A,A5,3.0,32000.0,debt_consolidation,OR,0.0675,0.0,9.0,0,1
377,24000.0,1,0.079,A,A4,6.0,75000.0,debt_consolidation,FL,0.1058,2.0,9.0,0,0
378,14000.0,1,0.1427,C,C2,0.0,80000.0,credit_card,NY,0.033,1.0,10.0,0,0
379,12000.0,1,0.08900000000000001,A,A5,7.0,40246.0,credit_card,AZ,0.17079999999999998,0.0,7.0,0,0
380,15000.0,0,0.12689999999999999,B,B5,3.0,30000.0,debt_consolidation,NJ,0.24760000000000001,1.0,7.0,0,1
381,8050.0,1,0.12689999999999999,B,B5,1.0,36000.0,debt_consolidation,WA,0.14800000000000002,0.0,4.0,0,1
382,5600.0,1,0.1065,B,B2,6.0,60000.0,debt_consolidation,CA,0.1636,0.0,11.0,1,0
383,7500.0,1,0.09910000000000001,B,B1,3.0,31200.0,credit_card,CA,0.1235,0.0,14.0,0,0
384,7000.0,1,0.11710000000000001,B,B3,10.0,90000.0,credit_card,MD,0.1219,0.0,13.0,0,0
385,5400.0,1,0.079,A,A4,4.0,40000.0,debt_consolidation,MO,0.10890000000000001,0.0,5.0,0,0
386,16000.0,1,0.1242,B,B4,1.0,90000.0,credit_card,PA,0.1367,2.0,11.0,0,0
387,35000.0,0,0.1242,B,B4,9.0,105000.0,home_improvement,TX,0.1653,0.0,9.0,0,0
388,6000.0,0,0.079,A,A4,0.0,30084.0,debt_consolidation,KY,0.0168,0.0,6.0,0,1
389,4125.0,0,0.12689999999999999,B,B5,10.0,36000.0,car,MI,0.1773,4.0,5.0,0,0
390,9800.0,1,0.1629,D,D1,4.0,67000.0,credit_card,CA,0.2101,2.0,14.0,0,0
391,15700.0,0,0.1825,D,D5,10.0,63000.0,debt_consolidation,FL,0.1743,1.0,12.0,0,0
392,5000.0,1,0.0662,A,A2,1.0,276000.0,debt_consolidation,FL,0.0182,0.0,7.0,0,0
393,9900.0,1,0.11710000000000001,B,B3,6.0,26400.0,debt_consolidation,OH,0.1409,0.0,4.0,1,0
394,4000.0,1,0.11710000000000001,B,B3,4.0,24000.0,home_improvement,FL,0.075,0.0,4.0,0,0
395,15000.0,1,0.11710000000000001,B,B3,3.0,68400.0,debt_consolidation,FL,0.057,0.0,5.0,0,0
396,6250.0,1,0.15960000000000002,C,C5,1.0,29120.0,debt_consolidation,WI,0.20850000000000002,3.0,5.0,0,0
397,6400.0,1,0.1629,D,D1,0.0,29120.0,debt_consolidation,WI,0.1797,1.0,6.0,0,0
398,8850.0,0,0.1349,C,C1,10.0,89122.0,major_purchase,NV,0.0767,0.0,17.0,0,0
399,12000.0,1,0.1527,C,C4,4.0,54000.0,debt_consolidation,NJ,0.1707,1.0,10.0,0,0
400,15000.0,1,0.08900000000000001,A,A5,5.0,30000.0,debt_consolidation,AR,0.06480000000000001,1.0,6.0,0,0
401,6500.0,1,0.1427,C,C2,4.0,30000.0,credit_card,WA,0.1012,0.0,5.0,0,0
402,8000.0,1,0.15960000000000002,C,C5,10.0,50000.0,credit_card,CT,0.1634,1.0,10.0,0,0
403,30000.0,0,0.21280000000000002,F,F2,6.0,92000.0,home_improvement,CT,0.1757,2.0,17.0,0,0
404,15000.0,1,0.1465,C,C3,10.0,100500.0,credit_card,NJ,0.1456,2.0,8.0,0,0
405,10200.0,1,0.1427,C,C2,3.0,40000.0,debt_consolidation,CA,0.1653,1.0,7.0,0,0
406,9000.0,1,0.1242,B,B4,5.0,47000.0,credit_card,FL,0.191,0.0,7.0,0,0
407,6500.0,1,0.1629,D,D1,3.0,68000.0,debt_consolidation,FL,0.21850000000000003,1.0,11.0,0,0
408,23000.0,0,0.21280000000000002,F,F2,8.0,95000.0,debt_consolidation,MI,0.0894,0.0,9.0,0,0
409,2000.0,1,0.079,A,A4,4.0,39600.0,credit_card,CA,0.0509,0.0,8.0,0,0
410,8000.0,1,0.1349,C,C1,3.0,30000.0,debt_consolidation,CA,0.1448,2.0,11.0,0,0
411,8875.0,1,0.0751,A,A3,1.0,30000.0,debt_consolidation,KY,0.284,0.0,11.0,0,0
412,1500.0,1,0.1864,E,E1,0.0,17000.0,other,OH,0.045899999999999996,3.0,10.0,0,1
413,8000.0,1,0.1242,B,B4,3.0,42000.0,debt_consolidation,PA,0.2026,0.0,4.0,0,0
414,20000.0,0,0.1465,C,C3,10.0,75000.0,debt_consolidation,CA,0.16510000000000002,2.0,10.0,0,1
415,6500.0,1,0.11710000000000001,B,B3,4.0,42000.0,credit_card,MA,0.0626,0.0,5.0,0,0
416,9600.0,1,0.1349,C,C1,3.0,27000.0,debt_consolidation,NY,0.10220000000000001,2.0,12.0,0,0
418,10000.0,1,0.079,A,A4,5.0,46000.0,home_improvement,WA,0.10460000000000001,0.0,12.0,0,0
419,15000.0,1,0.1242,B,B4,10.0,80000.0,debt_consolidation,NC,0.056100000000000004,1.0,8.0,0,0
420,9000.0,1,0.0662,A,A2,3.0,45000.0,debt_consolidation,CA,0.2205,1.0,7.0,0,0
421,10000.0,1,0.079,A,A4,2.0,72500.0,credit_card,NY,0.2792,0.0,7.0,0,0
422,1000.0,1,0.1465,C,C3,4.0,18408.0,major_purchase,NJ,0.06,2.0,3.0,1,1
423,14000.0,1,0.079,A,A4,2.0,30000.0,debt_consolidation,TX,0.152,0.0,8.0,0,0
424,8500.0,1,0.1427,C,C2,9.0,50000.0,debt_consolidation,PA,0.085,2.0,15.0,0,1
425,15000.0,0,0.19030000000000002,E,E2,9.0,75000.0,debt_consolidation,FL,0.0282,2.0,9.0,0,0
426,4500.0,1,0.15960000000000002,C,C5,5.0,65000.0,other,NY,0.1466,1.0,20.0,0,0
427,3000.0,1,0.0751,A,A3,10.0,65000.0,major_purchase,TX,0.2791,0.0,10.0,0,0
428,10000.0,1,0.09910000000000001,B,B1,4.0,120000.0,home_improvement,NJ,0.07980000000000001,2.0,7.0,0,0
429,21250.0,0,0.1677,D,D2,5.0,42500.0,debt_consolidation,MO,0.1993,2.0,7.0,0,0
430,33425.0,0,0.1349,C,C1,2.0,75000.0,debt_consolidation,NY,0.2571,3.0,10.0,0,1
431,35000.0,0,0.1942,E,E3,8.0,195000.0,debt_consolidation,WA,0.11720000000000001,2.0,17.0,0,0
432,7200.0,1,0.1527,C,C4,4.0,54990.0,debt_consolidation,TX,0.2095,1.0,16.0,0,0
433,18000.0,0,0.11710000000000001,B,B3,0.0,40000.0,debt_consolidation,AZ,0.1818,0.0,6.0,0,1
434,23000.0,1,0.079,A,A4,2.0,137000.0,debt_consolidation,TX,0.08130000000000001,1.0,11.0,0,0
435,20000.0,0,0.1677,D,D2,10.0,60000.0,debt_consolidation,CA,0.0946,2.0,13.0,0,1
437,7000.0,1,0.08900000000000001,A,A5,1.0,46000.0,credit_card,VA,0.079,1.0,7.0,0,0
438,21000.0,1,0.12689999999999999,B,B5,8.0,135000.0,debt_consolidation,OH,0.0852,1.0,11.0,0,0
439,8250.0,1,0.0751,A,A3,4.0,31500.0,debt_consolidation,MD,0.1787,4.0,17.0,0,0
440,13000.0,1,0.09910000000000001,B,B1,10.0,65000.0,credit_card,CA,0.0882,0.0,10.0,0,0
441,18000.0,1,0.0662,A,A2,2.0,78000.0,debt_consolidation,TX,0.0635,0.0,8.0,0,0
442,7200.0,1,0.0603,A,A1,5.0,60000.0,other,AZ,0.0254,0.0,6.0,0,0
443,16500.0,1,0.08900000000000001,A,A5,10.0,48000.0,credit_card,UT,0.131,0.0,7.0,0,0
444,8125.0,1,0.079,A,A4,0.0,25000.0,debt_consolidation,IL,0.2434,1.0,13.0,0,0
445,18800.0,1,0.0751,A,A3,3.0,82000.0,debt_consolidation,CA,0.1376,0.0,14.0,0,0
446,26800.0,1,0.19030000000000002,E,E2,10.0,82000.0,credit_card,CA,0.2159,1.0,12.0,0,0
447,19200.0,1,0.079,A,A4,5.0,42000.0,debt_consolidation,OK,0.1966,0.0,13.0,0,0
448,12875.0,0,0.17579999999999998,D,D4,3.0,27600.0,debt_consolidation,CA,0.187,1.0,4.0,0,0
449,4000.0,1,0.1242,B,B4,5.0,38000.0,credit_card,OH,0.19640000000000002,1.0,11.0,0,0
450,4000.0,1,0.1629,D,D1,4.0,35000.0,debt_consolidation,CA,0.0922,0.0,7.0,0,0
451,12000.0,1,0.09910000000000001,B,B1,10.0,33000.0,credit_card,CA,0.188,0.0,5.0,0,0
452,2625.0,1,0.11710000000000001,B,B3,10.0,52800.0,medical,NV,0.1452,2.0,8.0,0,0
454,7000.0,1,0.09910000000000001,B,B1,10.0,73882.0,debt_consolidation,PA,0.11449999999999999,0.0,10.0,0,0
455,11300.0,1,0.12689999999999999,B,B5,7.0,36000.0,credit_card,FL,0.16329999999999997,1.0,9.0,0,0
456,4000.0,1,0.09910000000000001,B,B1,10.0,130000.0,debt_consolidation,CA,0.1005,3.0,12.0,0,0
457,8000.0,1,0.0603,A,A1,10.0,57200.0,debt_consolidation,SC,0.0472,0.0,18.0,0,0
458,14400.0,1,0.1825,D,D5,5.0,51871.0,debt_consolidation,RI,0.0782,0.0,5.0,0,1
459,4375.0,1,0.1242,B,B4,2.0,15000.0,debt_consolidation,CA,0.1392,0.0,3.0,0,0
460,4100.0,1,0.0751,A,A3,9.0,70197.0,credit_card,LA,0.0658,1.0,7.0,0,0
461,6000.0,1,0.08900000000000001,A,A5,7.0,47000.0,other,OH,0.14429999999999998,3.0,8.0,0,0
462,4200.0,0,0.1727,D,D3,9.0,43000.0,debt_consolidation,AZ,0.1013,1.0,9.0,0,1
463,4000.0,1,0.0662,A,A2,6.0,120000.0,home_improvement,NC,0.038900000000000004,1.0,13.0,0,0
464,3000.0,1,0.1065,B,B2,10.0,86004.0,other,NJ,0.13369999999999999,2.0,8.0,0,1
465,5400.0,1,0.12689999999999999,B,B5,10.0,75000.0,car,TX,0.08800000000000001,0.0,6.0,0,0
466,15000.0,1,0.1629,D,D1,1.0,110000.0,small_business,TX,0.21989999999999998,0.0,12.0,0,1
467,20000.0,0,0.1864,E,E1,3.0,80000.0,debt_consolidation,AZ,0.2347,0.0,8.0,0,0
468,10400.0,1,0.12689999999999999,B,B5,4.0,44000.0,credit_card,CA,0.1991,2.0,6.0,0,0
469,4500.0,0,0.17579999999999998,D,D4,7.0,51600.0,debt_consolidation,WA,0.2263,1.0,8.0,0,0
470,11500.0,1,0.1242,B,B4,0.0,38500.0,credit_card,DC,0.1306,0.0,8.0,0,0
471,10000.0,1,0.0662,A,A2,4.0,75000.0,home_improvement,FL,0.24850000000000003,2.0,19.0,0,0
472,18225.0,0,0.1349,C,C1,10.0,37320.0,debt_consolidation,GA,0.20800000000000002,0.0,8.0,0,0
473,3600.0,1,0.08900000000000001,A,A5,10.0,55000.0,debt_consolidation,NY,0.0548,0.0,8.0,0,0
474,18500.0,0,0.11710000000000001,B,B3,2.0,100000.0,major_purchase,CA,0.0072,0.0,7.0,0,0
475,16800.0,0,0.1825,D,D5,10.0,70000.0,credit_card,CO,0.215,2.0,10.0,0,0
476,10000.0,1,0.1727,D,D3,8.0,68000.0,debt_consolidation,MT,0.17149999999999999,1.0,7.0,0,1
477,15000.0,1,0.1825,D,D5,10.0,66000.0,debt_consolidation,CA,0.0849,2.0,10.0,0,0
478,8000.0,1,0.11710000000000001,B,B3,8.0,85000.0,major_purchase,NJ,0.10220000000000001,1.0,12.0,0,0
479,25000.0,0,0.1677,D,D2,1.0,83004.0,debt_consolidation,CA,0.1366,0.0,10.0,0,0
480,16000.0,1,0.079,A,A4,1.0,51000.0,debt_consolidation,AZ,0.2466,0.0,8.0,0,1
481,8000.0,1,0.1065,B,B2,2.0,55000.0,debt_consolidation,CA,0.11560000000000001,0.0,9.0,0,0
482,7200.0,1,0.0751,A,A3,10.0,47000.0,debt_consolidation,VA,0.1974,0.0,12.0,0,0
483,12000.0,1,0.0751,A,A3,4.0,86000.0,debt_consolidation,CA,0.133,1.0,16.0,0,0
484,2200.0,1,0.1527,C,C4,10.0,48000.0,debt_consolidation,TX,0.0547,3.0,3.0,0,1
486,28000.0,0,0.1242,B,B4,4.0,85000.0,debt_consolidation,PA,0.15869999999999998,1.0,10.0,0,0
487,6000.0,1,0.0751,A,A3,2.0,50000.0,debt_consolidation,AR,0.2386,1.0,8.0,0,0
489,8000.0,0,0.08900000000000001,A,A5,1.0,51204.0,debt_consolidation,NY,0.25120000000000003,0.0,16.0,0,1
490,14400.0,1,0.1527,C,C4,2.0,42996.0,debt_consolidation,NY,0.0098,1.0,3.0,0,0
491,20000.0,0,0.19030000000000002,E,E2,5.0,60000.0,credit_card,CA,0.18059999999999998,0.0,11.0,0,0
493,14050.0,1,0.08900000000000001,A,A5,3.0,120000.0,major_purchase,NY,0.022099999999999998,2.0,9.0,0,0
494,6000.0,1,0.1349,C,C1,10.0,62691.0,major_purchase,AL,0.0316,0.0,5.0,0,0
496,35000.0,0,0.203,E,E5,3.0,85000.0,debt_consolidation,FL,0.16390000000000002,2.0,10.0,0,1
497,10525.0,1,0.079,A,A4,4.0,49668.0,debt_consolidation,CA,0.0727,0.0,4.0,0,0
498,7200.0,1,0.15960000000000002,C,C5,2.0,30000.0,debt_consolidation,NJ,0.052000000000000005,1.0,2.0,0,0
499,18500.0,0,0.1065,B,B2,10.0,40000.0,debt_consolidation,HI,0.2634,0.0,8.0,0,0
500,12000.0,1,0.1349,C,C1,10.0,40000.0,debt_consolidation,AR,0.162,2.0,15.0,0,0
501,12000.0,1,0.11710000000000001,B,B3,5.0,100000.0,credit_card,IL,0.0658,0.0,10.0,0,0
502,3000.0,1,0.11710000000000001,B,B3,2.0,56312.0,other,VA,0.1603,2.0,6.0,0,0
503,9500.0,1,0.1629,D,D1,10.0,54011.0,debt_consolidation,CA,0.18510000000000001,1.0,9.0,0,0
504,19775.0,1,0.1242,B,B4,2.0,49110.32,debt_consolidation,CA,0.1757,2.0,10.0,0,0
505,12000.0,0,0.1465,C,C3,0.0,75000.0,credit_card,HI,0.1613,3.0,14.0,0,1
506,28000.0,0,0.1427,C,C2,7.0,95000.0,debt_consolidation,WA,0.0946,1.0,9.0,0,0
507,30000.0,1,0.1242,B,B4,2.0,80000.0,debt_consolidation,WI,0.2223,0.0,8.0,0,0
508,16000.0,1,0.1065,B,B2,9.0,55000.0,debt_consolidation,CA,0.1333,2.0,8.0,0,0
509,14500.0,1,0.1465,C,C3,8.0,90000.0,credit_card,MD,0.0524,1.0,17.0,0,0
510,11700.0,0,0.1465,C,C3,3.0,68500.0,credit_card,VA,0.18170000000000003,1.0,12.0,0,0
511,4150.0,1,0.1065,B,B2,4.0,100000.0,debt_consolidation,CA,0.0199,0.0,7.0,0,0
513,24000.0,1,0.1677,D,D2,6.0,70000.0,credit_card,CA,0.1257,0.0,10.0,0,0
514,21250.0,1,0.1242,B,B4,5.0,37000.0,other,NJ,0.1427,1.0,8.0,0,1
